AREA,UNIT,DISC,DOCUMENT NUMBER,REV,TITLE,STATUS,ORIGINATOR,TYPE
H4,190,AR,0401413-H4-190-20-12-005,B,HABSHAN 4 - UNIT 190 SUBSTATION 32 - ARCHITECTURAL PLAN-5,IFA,WORLEY,DRAWING
H4,190,AR,0401413-H4-190-20-12-006,B,HABSHAN 4 - UNIT 190 SUBSTATION 32 - ARCHITECTURAL PLAN-6,IFA,WORLEY,DRAWING
H4,190,AR,0401413-H4-190-20-12-011,B,H4 LP CO2 COMPRESSOR SHED - ARCHITECTURAL PLAN-1,IFA,WORLEY,DRAWING
H4,190,AR,0401413-H4-190-20-12-012,B,H4 LP CO2 COMPRESSOR SHED - ARCHITECTURAL PLAN-2,IFA,WORLEY,DRAWING
H4,190,AR,0401413-H4-190-20-12-013,B,H4 LP CO2 COMPRESSOR SHED - ELEVATIONS,IFA,WORLEY,DRAWING
H4,190,AR,0401413-H4-190-20-12-014,B,H4 LP CO2 COMPRESSOR SHED - SECTIONS,IFA,WORLEY,DRAWING
H4,190,AR,0401413-H4-190-20-12-021,A,H4 REFRIGERATION COMPRESSOR SHELTER - ARCHITECTURAL PLAN-1,ICR,WORLEY,DRAWING
H4,190,AR,0401413-H4-190-20-12-021,B,WATER CHILLING PACKAGE SHED - ARCHITECTURAL PLAN-1,IFA,WORLEY,DRAWING
H4,190,AR,0401413-H4-190-20-12-022,B,WATER CHILLING PACKAGE SHED - ARCHITECTURAL PLAN-2,IFA,WORLEY,DRAWING
H4,190,AR,0401413-H4-190-20-12-023,B,WATER CHILLING PACKAGE SHED - ARCHITECTURAL ELEVATIONS,IFA,WORLEY,DRAWING
H4,190,AR,0401413-H4-190-20-12-024,B,WATER CHILLING PACKAGE SHED - ARCHITECTURAL ELEVATIONS,IFA,WORLEY,DRAWING
H4,190,AR,0401413-H4-190-20-12-025,B,WATER CHILLING PACKAGE SHED - ARCHITECTURAL SECTIONS,IFA,WORLEY,DRAWING
H4,190,AR,0401413-H4-190-20-12-031,B,BLOWER SHED - ARCHITECTURAL PLAN-1,IFA,WORLEY,DRAWING
H4,190,AR,0401413-H4-190-20-12-032,B,BLOWER SHED - ARCHITECTURAL ELEVATIONS,IFA,WORLEY,DRAWING
H4,190,AR,0401413-H4-190-20-12-033,B,BLOWER SHED - ARCHITECTURAL SECTIONS,IFA,WORLEY,DRAWING
H4,001,CI,0401413-H4-001-17-13-113,A,HABSHAN-4 PIPELINE ANCHOR BLOCK DETAILS,ICR,WORLEY,DRAWING
H4,133,CI,0401413-H4-133-17-23-011,0,LEAN AMINE CHILLER (133-E-111 A/B/C/D) SUPPORT STRUCTURE - FOUNDATION LAYOUT AND DETAILS,IFT,WORLEY,DRAWING
H4,133,CI,0401413-H4-133-18-13-011,0,LEAN AMINE CHILLER (133-E-111 A/B/C/D) SUPPORT STRUCTURE - STRUCTURAL PLANS AND BASE PLATE DETAIL,IFT,WORLEY,DRAWING
H4,133,CI,0401413-H4-133-18-13-012,0,LEAN AMINE CHILLER (133-E-111 A/B/C/D) SUPPORT STRUCTURE - STRUCTURAL ELEVATIONS,IFT,WORLEY,DRAWING
H4,133,CI,0401413-H4-133-18-13-013,0,LEAN AMINE CHILLER (133-E-111 A/B/C/D) SUPPORT STRUCTURE - STRUCTURAL ELEVATIONS,IFT,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-12-031,B,DRAIN DRUM SUMP (190-V-112 & 190-V-119) - PLAN AND DETAILS,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-12-032,B,CO2 RECOVERY HABSHAN - UNIT 190 - SITE GRADING PLAN AND DETAILS,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-23-031,A,CO2 RECOVERY UNIT 190 TYPICAL PIPE RACK - FOUNDATION DETAILS,ICR,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-23-041,0,VERTICAL VESSELS - FOUNDATION PLAN AND DETAILS,IFT,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-23-042,0,PUMP FOUNDATION - PLAN AND DETAILS,IFT,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-23-044,B,FOUNDATION PLAN AND DETAILS - TANK AND DYKE WALL,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-23-045,0,TEG PACKAGE (190-ME-101) - FOUNDATION LAYOUT,IFT,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-23-046,B,SCRAPPER LAUNCHER (190-V-118) - FOUNDATION PLAN AND DETAILS,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-23-047,A,CO2 COMPRESSOR PACKAGE (190-ME-104) FOUNDATION DETAILS,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-23-048,A,WATER CHILLER PACKAGE (190-ME-103) FOUNDATION DETAILS,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-23-049,A,ACID GAS BLOWER (133-B-101) FOUNDATION DETAILS,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-23-051,0,TEG PACKAGE (190-ME-101) - FOUNDATION DETAILS,IFT,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-23-061,B,CO2 RECOVERY UNIT 190 - LP CO2 COMPRESSOR SHED - FOUNDATION PLAN AND DETAILS,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-23-062,B,CO2 RECOVERY UNIT 190 WATER CHILLING PACKAGE SHED - FOUNDATION PLAN AND DETAILS,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-23-063,B,CO2 RECOVERY UNIT 190 ACID GAS BLOWER SHED - FOUNDATION PLAN AND DETAILS,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-31-001,B,"HABSHAN 4 UNIT-190 - ROAD, PAVING AND UNDERGROUND SERVICES - KEY PLAN",IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-31-011,B,"HABSHAN 4 UNIT-190 - ROAD, PAVING AND UNDERGROUND SERVICES - GA LAYOUT 1",IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-31-012,B,"HABSHAN 4 UNIT-190 - ROAD, PAVING AND UNDERGROUND SERVICES - GA LAYOUT 2",IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-31-013,B,"HABSHAN 4 UNIT-190 - ROAD, PAVING AND UNDERGROUND SERVICES - SECTIONS",IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-17-31-030,A,KEYPLAN & BENCHMARK LAYOUT FOR HABSHAN 4,ICR,ACES,DRAWING
H4,190,CI,0401413-H4-190-17-31-031,A,TOPOGRAPHIC & UNDERGROUND DETECTION SURVEY -  HABSHAN-4 UNIT-190 (NAHRWAN SYSTEM),ICR,ACES,DRAWING
H4,190,CI,0401413-H4-190-17-31-032,A,TOPOGRAPHIC & UNDERGROUND DETECTION SURVEY - KEY PLAN - HABSHAN-4 UNIT-190 (WGS-84 SYSTEM),ICR,ACES,DRAWING
H4,190,CI,0401413-H4-190-17-31-033,A,TOPOGRAPHIC & UNDERGROUND DETECTION SURVEY - HABSHAN-4 UNIT-190 (WGS-84 SYSTEM),ICR,ACES,DRAWING
H4,190,CI,0401413-H4-190-17-33-031,A,KEYPLAN & BENCHMARK LAYOUT FOR HABSHAN 4,ICR,ACES,DRAWING
H4,190,CI,0401413-H4-190-18-13-011,A,CO2 RECOVERY UNIT 190 TYPICAL PIPE RACK - STRUCTURAL PLANS,ICR,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-18-13-012,A,CO2 RECOVERY UNIT 190 TYPICAL PIPE RACK - STRUCTURAL ELEVATIONS,ICR,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-18-13-013,A,CO2 RECOVERY UNIT 190 PIPE BRIDGE - STRUCTURAL PLANS,ICR,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-18-13-014,A,CO2 RECOVERY UNIT 190 PIPE BRIDGE - STRUCTURAL ELEVATIONS,ICR,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-18-13-031,B,CO2 RECOVERY UNIT 190 - LP CO2 COMPRESSOR SHED - PLAN AT BASE PLATE LEVEL,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-18-13-032,B,CO2 RECOVERY UNIT 190 - LP CO2 COMPRESSOR SHED - PLAN AT GANTRY LEVEL,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-18-13-033,B,CO2 RECOVERY UNIT 190 - LP CO2 COMPRESSOR SHED - PLAN AT RAFTER LEVEL,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-18-13-034,B,CO2 RECOVERY UNIT 190 - LP CO2 COMPRESSOR SHED - PLAN AT ROOF LEVEL,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-18-13-035,B,CO2 RECOVERY UNIT 190 - LP CO2 COMPRESSOR SHELTER - ELEVATION ON GRID 1 & 6,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-18-13-036,B,"CO2 RECOVERY UNIT 190 - LP CO2 COMPRESSOR SHED - ELEVATION ON GRID 2, 3, 4 & 5",IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-18-13-037,B,CO2 RECOVERY UNIT 190 - LP CO2 COMPRESSOR SHED - ELEVATION ON GRID A & B,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-18-13-041,B,CO2 RECOVERY UNIT 190 WATER CHILLING PACKAGE SHED - PLAN AT BASE PLATE LEVEL,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-18-13-042,B,CO2 RECOVERY UNIT 190 WATER CHILLING PACKAGE SHED - PLAN AT GANTRY LEVEL,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-18-13-043,B,CO2 RECOVERY UNIT 190 WATER CHILLING PACKAGE SHED - PLAN AT ROOF LEVEL,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-18-13-044,B,"CO2 RECOVERY UNIT 190 WATER CHILLING PACKAGE SHED - ELEVATION ON GRID 1 TO 11, A & E",IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-18-13-051,B,CO2 RECOVERY UNIT 190 ACID GAS BLOWER SHED - PLANS AND BASE PLATE DETAIL,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-18-13-052,B,CO2 RECOVERY UNIT 190 ACID GAS BLOWER SHED - ELEVATIONS AND SECTION,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-20-13-001,B,HABSHAN-4 AT SUBSTATION 32 STRUCTURAL FLOOR PLAN,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-20-13-002,B,H4 SUBSTATION 32 STRUCTURAL ROOF PLAN,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-20-13-003,B,HABSHAN-4 AT SUBSTATION 32 SECTIONS,IFA,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-20-13-004,A,HABSHAN-4 AT SUBSTATION 32 STRUCTURAL GROUND FLOOR,ICR,WORLEY,DRAWING
H4,190,CI,0401413-H4-190-20-23-001,B,HABSHAN-4 AT SUBSTATION 32 RC FOUNDATION LAYOUT & DETAILS,IFA,WORLEY,DRAWING
H4,377,CI,0401413-H4-377-17-23-001,A,CO2 RECOVERY UNIT (PR 377) RR02 LOOP STRUCTURE - FOUNDATION PLAN AND DETAILS,ICR,WORLEY,DRAWING
H4,377,CI,0401413-H4-377-18-13-001,A,CO2 RECOVERY UNIT 377 (JR01) EXISTING STRUCTURE MODIFICATIONS - PLAN AND ELEVATIONS,ICR,WORLEY,DRAWING
H4,377,CI,0401413-H4-377-18-13-002,A,CO2 RECOVERY UNIT 377 (RR02) EXISTING STRUCTURE MODIFICATIONS - PLANS,ICR,WORLEY,DRAWING
H4,377,CI,0401413-H4-377-18-13-003,A,CO2 RECOVERY UNIT 377 (RR02) EXISTING STRUCTURE MODIFICATIONS - ELEVATIONS,ICR,WORLEY,DRAWING
H4,377,CI,0401413-H4-377-18-13-004,A,CO2 RECOVERY UNIT 377 (IR03) EXISTING STRUCTURE MODIFICATIONS - PLAN AND ELEVATIONS,ICR,WORLEY,DRAWING
H4,133,CI,DC-0401413-H4-133-17-22-002,0,DESIGN CALCULATION - HABSHAN-4 LEAN AMINE CHILLER (133-E-111 A/B/C/D) SUPPORT STRUCTURE,IFT,WORLEY,DOCUMENT
H4,190,CI,DC-0401413-H4-190-17-22-002,A,HABSHAN-4 (UNIT 190) PIPE RACK STRUCTURAL AND FOUNDATIONS CALCULATIONS,ICR,WORLEY,DOCUMENT
H4,190,CI,DC-0401413-H4-190-17-22-003,B,HABSHAN-4 DESIGN CALCULATION FOR SHELTERS,IFA,WORLEY,DOCUMENT
H4,190,CI,DC-0401413-H4-190-17-22-004,0,DESIGN CALCULATION - HABSHAN-4 VERTICAL VESSEL FOUNDATION,IFT,WORLEY,DOCUMENT
H4,190,CI,DC-0401413-H4-190-17-22-006,0,DESIGN CALCULATION HABSHAN-4 - TEG PACKAGE (190-ME-101) FOUNDATION,IFT,WORLEY,DOCUMENT
H4,190,CI,DC-0401413-H4-190-17-22-007,B,TANK FOUNDATIONS AND DYKE WALL DESIGN,IFA,WORLEY,DOCUMENT
H4,190,CI,DC-0401413-H4-190-17-22-008,A,DESIGN CALCULATION HABSHAN-4 FOUNDATION FOR EQUIPMENT PACKAGES 190-ME-103 / 190-ME-104 / 133-B-101,IFA,WORLEY,DOCUMENT
H4,190,CI,DC-0401413-H4-190-17-22-009,0,DESIGN CALCULATION - HABSHAN-4 UNIT-190 PUMP FOUNDATIONS,IFT,WORLEY,DOCUMENT
H4,190,CI,DC-0401413-H4-190-17-22-010,B,HABSHAN-4 DRAINAGE NETWORK DESIGN AND ADEQUACY CHECK,IFA,WORLEY,DOCUMENT
H4,190,CI,DC-0401413-H4-190-20-22-001,B,DESIGN CALCULATION OF HABSHAN 4 SUBSTATION 32,IFA,WORLEY,DOCUMENT
H4,377,CI,DC-0401413-H4-377-17-22-001,A,DESIGN CALCULATION - HABSHAN-4 UNIT 377 PROPOSED STRUCTURAL MODIFICATION OF EXISTING PIPERACK PR 377,ICR,WORLEY,DOCUMENT
H4,001,CI,RPT-0401413-H4-001-13-75-001,A,3D MODEL REVIEW CLOSE OUT REPORT (50%) - HABSHAN-4,ICR,WORLEY,DOCUMENT
H4,001,CI,RPT-0401413-H4-001-14-17-021,A,TOPOGRAPHIC AND UNDERGROUND DETECTION SURVEY REPORT - HABSHAN-4 UNIT 190,ICR,ACES,DOCUMENT
H4,001,CI,RPT-0401413-H4-001-17-17-001,0,HABSHAN-4 SITE VISIT REPORT - CIVIL AND STRUCTURAL,IFI,WORLEY,DOCUMENT
H4,001,EL,0401413-H4-000-16-33-001,0,OVERALL SINGLE LINE DIAGRAM,IFD,WORLEY,DRAWING
H4,001,EL,0401413-H4-000-16-33-002,0,SINGLE LINE DIAGRAM - SUBSTATION 300 33KV SWITCHBOARD 380-EE-001,IFD,WORLEY,DRAWING
H4,001,EL,0401413-H4-000-16-33-008,0,SINGLE LINE DIAGRAM 110V DC UPS (HABSHAN 4),IFD,WORLEY,DRAWING
H4,001,EL,0401413-H4-001-16-36-011,B,"ECS, LV IPCS ARCHITECTURE DIAGRAM - SUBSTATION-32",IFD,WORLEY,DRAWING
H4,001,EL,0401413-H4-001-16-60-001,0,CABLE ROUTING LAYOUT (SUBSTATION 300 TO SUBSTATION 32),IFD,WORLEY,DRAWING
H4,001,EL,0401413-H4-001-16-60-200,B,EQUIPMENT LAYOUT - SUBSTATION 32,IFA,WORLEY,DRAWING
H4,001,EL,0401413-H4-001-16-60-204,0,SUBSTATION 300 AND 220KV SWITCHYARD EQUIPMENT LAYOUT,IFD,WORLEY,DRAWING
H4,190,EL,0401413-H4-190-16-33-003,1,KEY SINGLE LINE DIAGRAM - SUBSTATION 32,IFD,WORLEY,DRAWING
H4,190,EL,0401413-H4-190-16-33-004,0,METERING AND PROTECTION SLD FOR 33KV SWITCHGEAR SS-32 (80-EE-3201),IFD,WORLEY,DRAWING
H4,190,EL,0401413-H4-190-16-33-005,0,METERING AND PROTECTION SLD FOR 11KV SWITCHGEAR (80-EE-3202),IFD,WORLEY,DRAWING
H4,190,EL,0401413-H4-190-16-33-006,0,415V SWITCHGEAR SINGLE LINE DIAGRAM (80-EE-3203),IFD,WORLEY,DRAWING
H4,190,EL,0401413-H4-190-16-33-007,0,415V SWITCHGEAR SINGLE LINE DIAGRAM (80-EE-3204),IFD,WORLEY,DRAWING
H4,001,EL,DOD-0401413-H4-001-16-31-002,0,ELECTRICAL HEAT TRACING SYSTEM SCHEDULE (HABSHAN-4),IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-31-003,0,ELECTRICAL TIE-IN SCHEDULES (HABSHAN-4),IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-34-001,0,HABSHAN-4 ELECTRICAL LOAD LIST,IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-34-002,B,ELECTRICAL EQUIPMENT LIST (HABSHAN-4),IFA,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-34-003,0,HABSHAN-4 I/O LIST FOR IPCS (TYPICAL),IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-35-002,A,EMERGENCY DIESEL GENERATOR SIZING CALCULATION (HABSHAN-4),ICR,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-35-004,0,NEUTRAL EARTHING RESISTOR SIZING CALCULATION (HABSHAN-4),IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-35-005,0,DC UPS SIZING CALCULATIONS (HABSHAN-4),IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-35-006,B,CABLE SIZING CALCULATION (HABSHAN-4),IFA,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-35-008,0,HABSHAN-4 EARTHING & LIGHTNING PROTECTION CALCULATION,IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-38-001,0,DATA SHEET FOR POWER TRANSFORMER (HABSHAN-4),IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-38-002,0,DATA SHEET FOR DISTRIBUTION TRANSFORMER,IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-38-003,0,DATASHEET FOR 11KV HV AIR INSULATED SWITCHGEAR (HABSHAN-4),IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-38-004,0,DATASHEET FOR LV SWITCHGEAR (HABSHAN-4),IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-38-008,0,DATASHEET FOR DISTRIBUTION BOARDS (HABSHAN-4),IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-38-009,0,DATASHEET FOR DC UPS (HABSHAN-4),IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-38-013,0,HABSHAN-4 DATASHEET FOR NEUTRAL GROUNDING RESISTOR,IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-38-014,0,DATASHEET FOR HEAT TRACING SYSTEM (HABSHAN-4),IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-38-016,1,HABSHAN-4 DATASHEET FOR LV BUSDUCT,IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-38-017,0,DATA SHEET FOR MV BUS DUCT (HABSHAN-4),IFD,WORLEY,DOCUMENT
H4,001,EL,DOD-0401413-H4-001-16-38-018,0,DATA SHEET FOR GAS INSULATED 33KV SWITCHGEAR (HABSHAN-4),IFD,WORLEY,DOCUMENT
H4,190,EL,DOD-0401413-H4-190-16-35-001,0,HABSHAN-4 TRANSFORMER SIZING,IFD,WORLEY,DOCUMENT
H4,190,EL,DOD-0401413-H4-190-16-35-007,0,SWITCHGEAR SIZING CALCULATION (HABSHAN-4),IFD,WORLEY,DOCUMENT
H4,190,EL,DOD-0401413-H4-190-16-35-009,B,LIGHTING CALCULATIONS - INDOOR (HABSHAN-4),IFA,WORLEY,DOCUMENT
H4,190,EL,DOD-0401413-H4-190-16-38-015,0,DATASHEET FOR POWER FACTOR IMPROVEMENT EQUIPMENT,IFD,WORLEY,DOCUMENT
H4,001,EL,RPT-0401413-H4-001-16-00-001,0,POWER SYSTEM STUDY REPORT HABSHAN 4,IFD,WORLEY,DOCUMENT
H4,001,EL,RPT-0401413-H4-001-16-00-002,0,ADEQUACY CHECK STUDY FOR EXISTING ELECTRICAL EQUIPMENT AT HABSHAN-4,IFD,WORLEY,DOCUMENT
H4,190,HV,0401413-H4-190-34-77-001-001,A,HVAC LAYOUT (H4 - SS32),ICR,WORLEY,DRAWING
H4,190,HV,0401413-H4-190-34-77-001-002,A,HVAC LAYOUT (H4 - SS32),ICR,WORLEY,DRAWING
H4,190,HV,0401413-H4-190-34-88-001,A,HVAC AIR FLOW DIAGRAM (H4 - SS32),ICR,WORLEY,DRAWING
H4,190,HV,0401413-H4-190-34-90-001-001,A,HVAC CONTROL DIAGRAM (H4 - SS32),ICR,WORLEY,DRAWING
H4,190,HV,0401413-H4-190-34-90-001-002,A,HVAC CONTROL DIAGRAM (H4 - SS32),ICR,WORLEY,DRAWING
H4,190,HV,0401413-H4-190-34-90-002,A,CHILLED WATER SCHEMATIC DIAGRAM (H4 - SS32),ICR,WORLEY,DRAWING
H4,190,HV,DC-0401413-H4-190-34-66-001,A,HVAC HEAT LOAD CALCULATION (H4-SS32),ICR,WORLEY,DOCUMENT
H4,190,HV,DOD-0401413-H4-190-34-22-001,A,HVAC EQUIPMENT LIST (H4 - SS32),ICR,WORLEY,DOCUMENT
H4,190,HV,SPP-0401413-H4-190-34-44-001,A,HVAC EQUIPMENT DATA SHEETS (H4 - SS32),ICR,WORLEY,DOCUMENT
H4,001,IC,0401413-H4-001-15-30-004,A,EQUIPMENT ROOM LAYOUT - IES 16 (HABSHAN 4),ICR,WORLEY,DRAWING
H4,001,IC,0401413-H4-001-15-77-001,B,CONTROL SYSTEMS ARCHITECTURE/BLOCK DIAGRAMS FOR DCS/ESD/F&G (HABSHAN 4),IFA,WORLEY,DRAWING
H4,001,IC,0401413-H4-001-15-77-002,A,CONTROL SYSTEMS ARCHITECTURE/BLOCK DIAGRAMS FOR MMS (HABSHAN 4),ICR,WORLEY,DRAWING
H4,001,IC,0401413-H4-001-15-77-004,A,CONTROL SYSTEMS AND INTERFACE BLOCK DIAGRAMS FOR IES-16 (HABSHAN 4),ICR,WORLEY,DRAWING
H4,001,IC,0401413-H4-001-15-77-005,A,CONTROL SYSTEMS ARCHITECTURE/BLOCK DIAGRAMS FOR ACS (HABSHAN 4),ICR,WORLEY,DRAWING
H4,001,IC,0401413-H4-001-15-77-006,A,INSTRUMENT CABLE BLOCK DIAGRAM (HABSHAN-4),ICR,WORLEY,DRAWING
H4,001,IC,0401413-H4-001-15-77-007,A,FIRE & GAS CABLE BLOCK DIAGRAM (HABSHAN-4),ICR,WORLEY,DRAWING
H4,001,IC,0401413-H4-001-15-77-010,0,CONTROL SYSTEMS ARCHITECTURE/BLOCK DIAGRAMS FOR CUSTODY TRANSFER CO2 FLOW METERING SYSTEM - HABSHAN 4,IFD,WORLEY,DRAWING
H4,001,IC,DOD-0401413-H4-001-15-66-002,B,FLOW ELEMENT SIZING CALCULATION AT HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,IC,DOD-0401413-H4-001-15-66-003,B,THERMOWELL WAKE FREQUENCY CALCULATION AT HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,IC,DOD-0401413-H4-001-15-66-004,B,CONTROL VALVE SIZING CALCULATION AT HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,IC,NM-0401413-H4-001-15-44-006,A,F&G I/O LIST - HABSHAN 4 EXISTING / NEW FACILITIES,ICR,WORLEY,DOCUMENT
H4,001,IC,NM-0401413-H4-001-15-89-002,B,INSTRUMENT INDEX - HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,IC,NM-0401413-H4-001-15-89-003,B,DCS I/O LIST - HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,IC,NM-0401413-H4-001-15-89-004,B,ESD I/O LIST - HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,IC,NM-0401423-H4-001-15-89-006,A,INSTRUMENTATION TIE-IN LIST (HABSHAN-4),ICR,WORLEY,DOCUMENT
H4,001,IC,R-0401413-H4-001-15-55-001,A,MATERIAL REQUISITION FOR DCS (HABSHAN-4),ICR,WORLEY,DOCUMENT
H4,001,IC,R-0401413-H4-001-15-55-002,A,MATERIAL REQUISITION FOR ESD AND FGS SYSTEM (HABSHAN-4),ICR,WORLEY,DOCUMENT
H4,001,IC,RPT-0401413-H4-001-15-89-001,0,SITE VISIT REPORT - INSTRUMENTATION (HABSHAN 4),IFI,WORLEY,DOCUMENT
H4,001,IC,SOW-0401413-H4-001-15-11-051,A,ADEQUACY STUDY AND MODIFICATION SCOPE OF WORK FOR DCS (HABSHAN-4),ICR,WORLEY,DOCUMENT
H4,001,IC,SOW-0401413-H4-001-15-11-052,A,ADEQUACY STUDY AND MODIFICATION SCOPE OF WORK FOR ESD (HABSHAN-4),ICR,WORLEY,DOCUMENT
H4,001,IC,SOW-0401413-H4-001-15-11-053,A,ADEQUACY STUDY AND MODIFICATION SCOPE OF WORK FOR F&G (HABSHAN-4),ICR,WORLEY,DOCUMENT
H4,001,IC,SOW-0401413-H4-001-15-11-056,A,ADEQUACY STUDY AND MODIFICATION SCOPE OF WORK FOR ACS (HABSHAN-4),ICR,WORLEY,DOCUMENT
H4,001,IC,SOW-0401413-H4-001-15-11-057,B,ADEQUACY STUDY AND MODIFICATION SCOPE OF WORK FOR MMS (HABSHAN-4),IFA,WORLEY,DOCUMENT
H4,001,IC,SPP-0401413-H4-001-15-50-001,B,INSTRUMENT DATASHEETS FOR MOTOR OPERATED VALVES AT HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,IC,SPP-0401413-H4-001-15-50-002,B,INSTRUMENT DATASHEETS FOR CONTROL VALVES AT HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,IC,SPP-0401413-H4-001-15-50-003,B,INSTRUMENT DATASHEETS FOR SAFETY RELIEF VALVES AT HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,IC,SPP-0401413-H4-001-15-50-004,B,INSTRUMENT DATASHEETS FOR FLOW ELEMENTS & RESTIRCTION ORIFICE AT HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,IC,SPP-0401413-H4-001-15-50-005,B,INSTRUMENT DATASHEETS FOR FLOW TRANSMITTERS AT HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,IC,SPP-0401413-H4-001-15-50-006,B,INSTRUMENT DATASHEETS FOR RADAR LEVEL TRANSMITTERS AT HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,IC,SPP-0401413-H4-001-15-50-007,B,INSTRUMENT DATASHEETS FOR ELECTRONIC TRANSMITTERS AT HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,IC,SPP-0401413-H4-001-15-50-009,A,DATASHEETS FOR FIRE & GAS DEVICES AT HABSHAN-4,ICR,WORLEY,DOCUMENT
H4,001,IC,SPP-0401413-H4-001-15-50-010,0,DATASHEETS FOR CUSTODY TRANSFER FLOW METERING SKID AT HABSHAN-4,IFD,WORLEY,DOCUMENT
